# rock overburden grid in the detector ENU frame
# frame: x=East y=North z=Up; theta=zenith from vertical; phi=CCW azimuth from detector x-axis
# yaw_deg=0.0  (detector x-axis CCW from East)
# lat_deg=46.34249442000001  lon_deg=5.838823310000004
# detector_ecef_m=4.3758338841576995e6,447476.8376059988,4.6097685961005045e6
# rho_gcm3=2.65  max_radius_m=60000.0  max_range_m=60000.0
# n_theta=50  n_phi=180
# columns: theta_deg,phi_deg,L_m,X_gcm2  (X = rho*L*100, g/cm^2)
theta_deg,phi_deg,L_m,X_gcm2
79.5,96.0,0.0,0.0
79.5,98.0,0.0,0.0
79.5,100.0,0.0,0.0
79.5,102.0,0.0,0.0
79.5,104.0,0.0,0.0
79.5,106.0,0.0,0.0
79.5,108.0,349.778,92691.09
79.5,110.0,549.664,145661.01
79.5,112.0,650.155,172291.05
79.5,114.0,695.651,184347.62
79.5,116.0,732.112,194009.65
79.5,118.0,739.845,196059.03
79.5,120.0,756.037,200349.91
79.5,122.0,770.094,204074.94
79.5,124.0,780.773,206904.74
79.5,126.0,790.632,209517.4
79.5,128.0,801.9,212503.55
79.5,130.0,811.864,215144.04
79.5,132.0,821.515,217701.58
79.5,134.0,836.439,221656.47
79.5,136.0,847.329,224542.3
79.5,138.0,859.233,227696.62
79.5,140.0,870.707,230737.36
79.5,142.0,880.774,233405.14
79.5,144.0,887.828,235274.44
79.5,146.0,893.927,236890.68
79.5,148.0,897.082,237726.73
79.5,150.0,899.371,238333.25
79.5,152.0,899.636,238403.57
79.5,154.0,898.942,238219.53
79.5,156.0,898.558,238117.77
79.5,158.0,897.97,237961.94
79.5,160.0,896.569,237590.71
79.5,162.0,896.699,237625.19
79.5,164.0,892.888,236615.42
79.5,166.0,883.406,234102.7
79.5,168.0,873.586,231500.22
79.5,170.0,859.387,227737.57
79.5,172.0,845.379,224025.51
79.5,174.0,837.222,221863.89
79.5,176.0,820.406,217407.72
79.5,178.0,788.57,208971.0
79.5,180.0,753.863,199773.77
79.5,182.0,699.903,185474.19
79.5,184.0,622.605,164990.43
79.5,186.0,490.485,129978.56
79.5,188.0,246.179,65237.34
79.5,190.0,0.0,0.0
79.5,192.0,0.0,0.0
79.5,194.0,0.0,0.0
79.5,196.0,0.0,0.0
79.5,198.0,0.0,0.0
79.5,200.0,0.0,0.0
79.5,202.0,0.0,0.0
79.5,204.0,0.0,0.0
79.5,206.0,0.0,0.0
79.5,208.0,0.0,0.0
79.5,210.0,0.0,0.0
79.5,212.0,0.0,0.0
79.5,214.0,0.0,0.0
79.5,216.0,0.0,0.0
79.5,218.0,0.0,0.0
79.5,220.0,0.0,0.0
79.5,222.0,0.0,0.0
79.5,224.0,0.0,0.0
79.5,226.0,0.0,0.0
79.5,228.0,0.0,0.0
79.5,230.0,0.0,0.0
79.5,232.0,0.0,0.0
79.5,234.0,0.0,0.0
79.5,236.0,0.0,0.0
79.5,238.0,0.0,0.0
79.5,240.0,0.0,0.0
79.5,242.0,346.615,91852.99
79.5,244.0,532.395,141084.7
79.5,246.0,652.148,172819.11
79.5,248.0,770.093,204074.52
79.5,250.0,840.457,222721.08
79.5,252.0,897.933,237952.11
79.5,254.0,963.945,255445.46
79.5,256.0,1032.126,273513.5
79.5,258.0,1109.379,293985.46
79.5,260.0,1203.757,318995.48
79.5,262.0,1335.045,353786.83
79.5,264.0,1493.612,395807.18
79.5,266.0,1652.853,438006.04
79.5,268.0,1769.252,468851.87
79.5,270.0,1837.106,486833.2
79.5,272.0,1912.045,506691.86
79.5,274.0,1947.375,516054.36
79.5,276.0,1972.309,522661.92
79.5,278.0,1988.712,527008.58
79.5,280.0,2001.737,530460.3
79.5,282.0,2012.654,533353.25
79.5,284.0,2023.308,536176.6
79.5,286.0,2035.55,539420.79
79.5,288.0,2051.233,543576.65
79.5,290.0,2073.485,549473.44
79.5,292.0,2101.756,556965.4
79.5,294.0,2127.407,563762.76
79.5,296.0,2158.003,571870.76
79.5,298.0,2195.75,581873.64
79.5,300.0,2237.491,592935.24
79.5,302.0,2282.114,604760.08
79.5,304.0,2328.052,616933.76
79.5,306.0,2362.614,626092.8
79.5,308.0,2384.124,631792.91
79.5,310.0,2399.917,635978.0
79.5,312.0,2402.72,636720.86
79.5,314.0,2402.24,636593.52
79.5,316.0,2399.814,635950.68
79.5,318.0,2402.668,636706.96
79.5,320.0,2410.465,638773.29
79.5,322.0,2419.346,641126.79
79.5,324.0,2428.62,643584.33
79.5,326.0,2429.245,643749.99
79.5,328.0,2424.294,642437.83
79.5,330.0,2391.752,633814.25
79.5,332.0,2327.629,616821.72
79.5,334.0,2248.031,595728.26
79.5,336.0,2170.227,575110.23
79.5,338.0,2096.463,555562.63
79.5,340.0,2022.382,535931.12
79.5,342.0,1946.521,515828.07
79.5,344.0,1866.751,494689.05
79.5,346.0,1778.668,471347.03
79.5,348.0,1682.119,445761.52
79.5,350.0,1599.441,423851.79
79.5,352.0,1519.043,402546.5
79.5,354.0,1446.723,383381.46
79.5,356.0,1384.803,366972.75
79.5,358.0,1327.036,351664.62
80.0,0.0,1379.354,365528.71
80.0,2.0,1324.907,351100.32
80.0,4.0,1275.475,338000.95
80.0,6.0,1229.123,325717.67
80.0,8.0,1182.624,313395.24
80.0,10.0,1123.782,297802.19
80.0,12.0,1065.743,282422.02
80.0,14.0,984.952,261012.41
80.0,16.0,897.94,237954.21
80.0,18.0,693.257,183713.19
80.0,20.0,0.0,0.0
80.0,22.0,0.0,0.0
80.0,24.0,0.0,0.0
80.0,26.0,0.0,0.0
80.0,28.0,0.0,0.0
80.0,30.0,0.0,0.0
80.0,32.0,0.0,0.0
80.0,34.0,0.0,0.0
80.0,36.0,0.0,0.0
80.0,38.0,0.0,0.0
80.0,40.0,0.0,0.0
80.0,42.0,0.0,0.0
80.0,44.0,0.0,0.0
80.0,46.0,0.0,0.0
80.0,48.0,0.0,0.0
80.0,50.0,0.0,0.0
80.0,52.0,0.0,0.0
80.0,54.0,0.0,0.0
80.0,56.0,0.0,0.0
80.0,58.0,0.0,0.0
80.0,60.0,0.0,0.0
80.0,62.0,0.0,0.0
80.0,64.0,0.0,0.0
80.0,66.0,0.0,0.0
80.0,68.0,0.0,0.0
80.0,70.0,0.0,0.0
80.0,72.0,0.0,0.0
80.0,74.0,0.0,0.0
80.0,76.0,0.0,0.0
80.0,78.0,0.0,0.0
80.0,80.0,0.0,0.0
80.0,82.0,0.0,0.0
80.0,84.0,0.0,0.0
80.0,86.0,0.0,0.0
80.0,88.0,0.0,0.0
80.0,90.0,0.0,0.0
80.0,92.0,0.0,0.0
80.0,94.0,0.0,0.0
80.0,96.0,0.0,0.0
80.0,98.0,0.0,0.0
80.0,100.0,0.0,0.0
80.0,102.0,0.0,0.0
80.0,104.0,0.0,0.0
80.0,106.0,321.129,85099.23
80.0,108.0,550.112,145779.64
80.0,110.0,706.305,187170.96
80.0,112.0,757.713,200793.96
80.0,114.0,798.729,211663.19
80.0,116.0,816.383,216341.59
80.0,118.0,821.505,217698.75
80.0,120.0,832.243,220544.47
80.0,122.0,842.917,223373.08
80.0,124.0,852.059,225795.65
80.0,126.0,861.576,228317.61
80.0,128.0,871.359,230910.11
80.0,130.0,881.98,233724.71
80.0,132.0,888.971,235577.35
80.0,134.0,898.254,238037.34
80.0,136.0,905.796,240036.01
80.0,138.0,916.766,242942.96
80.0,140.0,929.9,246423.42
80.0,142.0,943.234,249957.06
80.0,144.0,951.874,252246.63
80.0,146.0,957.335,253693.84
80.0,148.0,960.077,254420.45
80.0,150.0,962.462,255052.43
80.0,152.0,962.583,255084.43
80.0,154.0,961.312,254747.78
80.0,156.0,962.2,254982.98
80.0,158.0,964.752,255659.31
80.0,160.0,967.247,256320.4
80.0,162.0,969.844,257008.77
80.0,164.0,966.695,256174.29
80.0,166.0,957.661,253780.22
80.0,168.0,951.984,252275.87
80.0,170.0,938.859,248797.61
80.0,172.0,930.605,246610.24
80.0,174.0,927.004,245656.12
80.0,176.0,923.828,244814.42
80.0,178.0,902.646,239201.25
80.0,180.0,879.856,233161.92
80.0,182.0,843.115,223425.34
80.0,184.0,789.63,209252.05
80.0,186.0,700.031,185508.16
80.0,188.0,572.517,151716.97
80.0,190.0,323.569,85745.79
80.0,192.0,0.0,0.0
80.0,194.0,0.0,0.0
80.0,196.0,0.0,0.0
80.0,198.0,0.0,0.0
80.0,200.0,0.0,0.0
80.0,202.0,0.0,0.0
80.0,204.0,0.0,0.0
80.0,206.0,0.0,0.0
80.0,208.0,0.0,0.0
80.0,210.0,0.0,0.0
80.0,212.0,0.0,0.0
80.0,214.0,0.0,0.0
80.0,216.0,0.0,0.0
80.0,218.0,0.0,0.0
80.0,220.0,0.0,0.0
80.0,222.0,0.0,0.0
80.0,224.0,0.0,0.0
80.0,226.0,0.0,0.0
80.0,228.0,0.0,0.0
80.0,230.0,0.0,0.0
80.0,232.0,0.0,0.0
80.0,234.0,0.0,0.0
80.0,236.0,0.0,0.0
80.0,238.0,0.0,0.0
80.0,240.0,273.832,72565.4
80.0,242.0,528.184,139968.77
80.0,244.0,654.502,173443.12
80.0,246.0,792.664,210055.91
80.0,248.0,881.718,233655.35
80.0,250.0,940.349,249192.48
80.0,252.0,999.34,264825.11
80.0,254.0,1057.308,280186.62
80.0,256.0,1120.993,297063.28
80.0,258.0,1203.785,319003.07
80.0,260.0,1322.51,350465.25
80.0,262.0,1455.412,385684.06
80.0,264.0,1625.734,430819.56
80.0,266.0,1781.547,472109.94
80.0,268.0,1901.089,503788.49
80.0,270.0,1972.397,522685.14
80.0,272.0,2054.928,544555.87
80.0,274.0,2094.165,554953.82
80.0,276.0,2122.344,562421.06
80.0,278.0,2141.817,567581.47
80.0,280.0,2151.578,570168.19
80.0,282.0,2158.367,571967.21
80.0,284.0,2166.756,574190.22
80.0,286.0,2186.371,579388.34
80.0,288.0,2209.819,585602.16
80.0,290.0,2235.405,592382.44
80.0,292.0,2262.43,599543.86
80.0,294.0,2287.447,606173.38
80.0,296.0,2322.549,615475.42
80.0,298.0,2363.3,626274.54
80.0,300.0,2418.532,640910.89
80.0,302.0,2468.297,654098.58
80.0,304.0,2512.109,665708.8
80.0,306.0,2544.375,674259.39
80.0,308.0,2564.286,679535.89
80.0,310.0,2579.187,683484.58
80.0,312.0,2577.227,682965.12
80.0,314.0,2570.865,681279.15
80.0,316.0,2566.474,680115.69
80.0,318.0,2566.971,680247.42
80.0,320.0,2569.762,680986.9
80.0,322.0,2584.859,684987.71
80.0,324.0,2606.588,690745.89
80.0,326.0,2628.025,696426.63
80.0,328.0,2635.693,698458.74
80.0,330.0,2615.943,693224.77
80.0,332.0,2575.368,682472.61
80.0,334.0,2496.272,661512.17
80.0,336.0,2409.769,638588.86
80.0,338.0,2325.479,616251.92
80.0,340.0,2246.749,595388.5
80.0,342.0,2176.534,576781.53
80.0,344.0,2098.784,556177.66
80.0,346.0,2010.837,532871.87
80.0,348.0,1913.768,507148.55
80.0,350.0,1805.755,478524.95
80.0,352.0,1695.441,449291.78
80.0,354.0,1596.447,423058.34
80.0,356.0,1520.71,402988.15
80.0,358.0,1448.338,383809.68
80.5,0.0,1501.176,397811.55
80.5,2.0,1436.116,380570.86
80.5,4.0,1373.859,364072.61
80.5,6.0,1324.032,350868.52
80.5,8.0,1275.334,337963.62
80.5,10.0,1226.406,324997.72
80.5,12.0,1174.832,311330.47
80.5,14.0,1114.726,295402.45
80.5,16.0,1037.171,274850.43
80.5,18.0,927.071,245673.84
80.5,20.0,671.031,177823.25
80.5,22.0,0.0,0.0
80.5,24.0,0.0,0.0
80.5,26.0,0.0,0.0
80.5,28.0,0.0,0.0
80.5,30.0,0.0,0.0
80.5,32.0,0.0,0.0
80.5,34.0,0.0,0.0
80.5,36.0,0.0,0.0
80.5,38.0,0.0,0.0
80.5,40.0,0.0,0.0
80.5,42.0,0.0,0.0
80.5,44.0,0.0,0.0
80.5,46.0,0.0,0.0
80.5,48.0,0.0,0.0
80.5,50.0,0.0,0.0
80.5,52.0,0.0,0.0
80.5,54.0,0.0,0.0
80.5,56.0,0.0,0.0
80.5,58.0,0.0,0.0
80.5,60.0,0.0,0.0
80.5,62.0,0.0,0.0
80.5,64.0,0.0,0.0
80.5,66.0,0.0,0.0
80.5,68.0,0.0,0.0
80.5,70.0,0.0,0.0
80.5,72.0,0.0,0.0
80.5,74.0,0.0,0.0
80.5,76.0,0.0,0.0
80.5,78.0,0.0,0.0
80.5,80.0,0.0,0.0
80.5,82.0,0.0,0.0
80.5,84.0,0.0,0.0
80.5,86.0,0.0,0.0
80.5,88.0,0.0,0.0
80.5,90.0,0.0,0.0
80.5,92.0,0.0,0.0
80.5,94.0,0.0,0.0
80.5,96.0,0.0,0.0
80.5,98.0,0.0,0.0
80.5,100.0,0.0,0.0
80.5,102.0,0.0,0.0
80.5,104.0,302.303,80110.42
80.5,106.0,530.256,140517.85
80.5,108.0,716.758,189941.0
80.5,110.0,826.578,219043.14
80.5,112.0,866.684,229671.32
80.5,114.0,899.699,238420.28
80.5,116.0,902.195,239081.66
80.5,118.0,903.481,239422.37
80.5,120.0,907.368,240452.59
80.5,122.0,915.189,242525.12
80.5,124.0,924.091,244884.12
80.5,126.0,930.31,246532.03
80.5,128.0,937.228,248365.48
80.5,130.0,946.611,250852.05
80.5,132.0,953.019,252550.0
80.5,134.0,956.933,253587.26
80.5,136.0,963.508,255329.62
80.5,138.0,977.227,258965.27
80.5,140.0,990.318,262434.36
80.5,142.0,1002.892,265766.48
80.5,144.0,1015.085,268997.62
80.5,146.0,1018.028,269777.42
80.5,148.0,1019.207,270089.87
80.5,150.0,1021.138,270601.62
80.5,152.0,1022.176,270876.71
80.5,154.0,1022.21,270885.6
80.5,156.0,1023.526,271234.33
80.5,158.0,1026.828,272109.44
80.5,160.0,1032.244,273544.55
80.5,162.0,1038.896,275307.41
80.5,164.0,1040.006,275601.67
80.5,166.0,1033.694,273928.89
80.5,168.0,1028.319,272504.65
80.5,170.0,1017.821,269722.5
80.5,172.0,1016.504,269373.63
80.5,174.0,1017.903,269744.2
80.5,176.0,1019.072,270054.11
80.5,178.0,1014.454,268830.28
80.5,180.0,1004.238,266123.18
80.5,182.0,987.519,261692.52
80.5,184.0,955.332,253163.04
80.5,186.0,881.692,233648.35
80.5,188.0,766.596,203147.98
80.5,190.0,628.34,166510.23
80.5,192.0,386.942,102539.52
80.5,194.0,0.0,0.0
80.5,196.0,0.0,0.0
80.5,198.0,0.0,0.0
80.5,200.0,0.0,0.0
80.5,202.0,0.0,0.0
80.5,204.0,0.0,0.0
80.5,206.0,0.0,0.0
80.5,208.0,0.0,0.0
80.5,210.0,0.0,0.0
80.5,212.0,0.0,0.0
80.5,214.0,0.0,0.0
80.5,216.0,0.0,0.0
80.5,218.0,0.0,0.0
80.5,220.0,0.0,0.0
80.5,222.0,0.0,0.0
80.5,224.0,0.0,0.0
80.5,226.0,0.0,0.0
80.5,228.0,0.0,0.0
80.5,230.0,0.0,0.0
80.5,232.0,0.0,0.0
80.5,234.0,0.0,0.0
80.5,236.0,0.0,0.0
80.5,238.0,0.0,0.0
80.5,240.0,463.962,122950.0
80.5,242.0,654.814,173525.73
80.5,244.0,785.051,208038.48
80.5,246.0,900.73,238693.33
80.5,248.0,980.067,259717.63
80.5,250.0,1037.24,274868.5
80.5,252.0,1092.776,289585.55
80.5,254.0,1158.925,307115.15
80.5,256.0,1224.637,324528.91
80.5,258.0,1319.169,349579.91
80.5,260.0,1433.841,379967.96
80.5,262.0,1583.274,419567.73
80.5,264.0,1745.373,462523.93
80.5,266.0,1920.534,508941.56
80.5,268.0,2027.925,537400.24
80.5,270.0,2119.331,561622.83
80.5,272.0,2200.425,583112.56
80.5,274.0,2243.863,594623.82
80.5,276.0,2273.664,602520.92
80.5,278.0,2289.889,606820.65
80.5,280.0,2309.798,612096.38
80.5,282.0,2332.013,617983.54
80.5,284.0,2351.666,623191.41
80.5,286.0,2370.305,628130.94
80.5,288.0,2388.347,632912.04
80.5,290.0,2408.018,638124.67
80.5,292.0,2434.163,645053.28
80.5,294.0,2460.27,651971.51
80.5,296.0,2500.24,662563.6
80.5,298.0,2553.904,676784.53
80.5,300.0,2610.657,691824.2
80.5,302.0,2660.866,705129.55
80.5,304.0,2703.699,716480.12
80.5,306.0,2739.835,726056.26
80.5,308.0,2753.871,729775.71
80.5,310.0,2760.144,731438.27
80.5,312.0,2754.402,729916.45
80.5,314.0,2746.427,727803.06
80.5,316.0,2749.765,728687.83
80.5,318.0,2761.342,731755.7
80.5,320.0,2775.455,735495.6
80.5,322.0,2784.715,737949.56
80.5,324.0,2808.833,744340.64
80.5,326.0,2840.317,752683.96
80.5,328.0,2860.89,758135.9
80.5,330.0,2849.826,755203.84
80.5,332.0,2819.188,747084.76
80.5,334.0,2755.332,730163.03
80.5,336.0,2675.825,709093.68
80.5,338.0,2586.915,685532.49
80.5,340.0,2504.789,663769.1
80.5,342.0,2428.656,643593.79
80.5,344.0,2369.884,628019.25
80.5,346.0,2316.374,613839.22
80.5,348.0,2239.245,593399.81
80.5,350.0,2131.381,564815.92
80.5,352.0,1971.704,522501.67
80.5,354.0,1822.68,483010.31
80.5,356.0,1690.244,447914.56
80.5,358.0,1586.904,420529.69
81.0,0.0,1664.527,441099.55
81.0,2.0,1562.36,414025.37
81.0,4.0,1496.004,396441.05
81.0,6.0,1422.64,376999.71
81.0,8.0,1372.941,363829.35
81.0,10.0,1319.35,349627.82
81.0,12.0,1274.108,337638.53
81.0,14.0,1228.124,325452.79
81.0,16.0,1165.715,308914.59
81.0,18.0,1070.06,283565.81
81.0,20.0,912.933,241927.29
81.0,22.0,538.573,142721.94
81.0,24.0,0.0,0.0
81.0,26.0,0.0,0.0
81.0,28.0,0.0,0.0
81.0,30.0,0.0,0.0
81.0,32.0,0.0,0.0
81.0,34.0,0.0,0.0
81.0,36.0,0.0,0.0
81.0,38.0,0.0,0.0
81.0,40.0,0.0,0.0
81.0,42.0,0.0,0.0
81.0,44.0,0.0,0.0
81.0,46.0,0.0,0.0
81.0,48.0,0.0,0.0
81.0,50.0,0.0,0.0
81.0,52.0,0.0,0.0
81.0,54.0,0.0,0.0
81.0,56.0,0.0,0.0
81.0,58.0,0.0,0.0
81.0,60.0,0.0,0.0
81.0,62.0,0.0,0.0
81.0,64.0,0.0,0.0
81.0,66.0,0.0,0.0
81.0,68.0,0.0,0.0
81.0,70.0,0.0,0.0
81.0,72.0,0.0,0.0
81.0,74.0,0.0,0.0
81.0,76.0,0.0,0.0
81.0,78.0,0.0,0.0
81.0,80.0,0.0,0.0
81.0,82.0,0.0,0.0
81.0,84.0,0.0,0.0
81.0,86.0,0.0,0.0
81.0,88.0,0.0,0.0
81.0,90.0,0.0,0.0
81.0,92.0,0.0,0.0
81.0,94.0,0.0,0.0
81.0,96.0,0.0,0.0
81.0,98.0,0.0,0.0
81.0,100.0,0.0,0.0
81.0,102.0,94.691,25093.23
81.0,104.0,542.931,143876.84
81.0,106.0,762.685,202111.56
81.0,108.0,888.738,235515.62
81.0,110.0,934.28,247584.24
81.0,112.0,962.615,255092.91
81.0,114.0,988.283,261895.05
81.0,116.0,989.891,262321.18
81.0,118.0,985.919,261268.54
81.0,120.0,982.523,260368.68
81.0,122.0,990.801,262562.36
81.0,124.0,996.608,264101.17
81.0,126.0,999.73,264928.52
81.0,128.0,1005.324,266410.87
81.0,130.0,1010.109,267678.99
81.0,132.0,1013.968,268701.54
81.0,134.0,1016.432,269354.46
81.0,136.0,1024.587,271515.56
81.0,138.0,1037.272,274877.11
81.0,140.0,1049.5,278117.48
81.0,142.0,1062.842,281653.15
81.0,144.0,1076.884,285374.15
81.0,146.0,1083.975,287253.31
81.0,148.0,1081.238,286527.94
81.0,150.0,1078.834,285890.95
81.0,152.0,1081.275,286537.91
81.0,154.0,1081.786,286673.25
81.0,156.0,1083.182,287043.11
81.0,158.0,1088.402,288426.46
81.0,160.0,1095.689,290357.6
81.0,162.0,1103.592,292451.87
81.0,164.0,1111.037,294424.78
81.0,166.0,1108.648,293791.82
81.0,168.0,1105.406,292932.54
81.0,170.0,1099.073,291254.39
81.0,172.0,1103.692,292478.39
81.0,174.0,1106.899,293328.29
81.0,176.0,1113.949,295196.36
81.0,178.0,1128.364,299016.51
81.0,180.0,1146.285,303765.48
81.0,182.0,1149.233,304546.81
81.0,184.0,1135.034,300783.94
81.0,186.0,1067.775,282960.4
81.0,188.0,955.122,253107.24
81.0,190.0,834.047,221022.45
81.0,192.0,680.672,180378.06
81.0,194.0,443.857,117622.14
81.0,196.0,0.0,0.0
81.0,198.0,0.0,0.0
81.0,200.0,0.0,0.0
81.0,202.0,0.0,0.0
81.0,204.0,0.0,0.0
81.0,206.0,0.0,0.0
81.0,208.0,0.0,0.0
81.0,210.0,0.0,0.0
81.0,212.0,0.0,0.0
81.0,214.0,0.0,0.0
81.0,216.0,0.0,0.0
81.0,218.0,0.0,0.0
81.0,220.0,0.0,0.0
81.0,222.0,0.0,0.0
81.0,224.0,0.0,0.0
81.0,226.0,0.0,0.0
81.0,228.0,0.0,0.0
81.0,230.0,0.0,0.0
81.0,232.0,0.0,0.0
81.0,234.0,0.0,0.0
81.0,236.0,0.0,0.0
81.0,238.0,382.57,101380.94
81.0,240.0,647.408,171563.04
81.0,242.0,772.151,204619.95
81.0,244.0,897.593,237862.23
81.0,246.0,1000.642,265170.18
81.0,248.0,1071.09,283838.81
81.0,250.0,1130.921,299694.13
81.0,252.0,1185.43,314139.05
81.0,254.0,1251.383,331616.47
81.0,256.0,1323.897,350832.77
81.0,258.0,1423.001,377095.24
81.0,260.0,1550.298,410829.0
81.0,262.0,1715.9,454713.48
81.0,264.0,1870.034,495558.89
81.0,266.0,2039.952,540587.24
81.0,268.0,2160.387,572502.48
81.0,270.0,2265.121,600256.95
81.0,272.0,2339.608,619996.19
81.0,274.0,2403.455,636915.57
81.0,276.0,2450.416,649360.27
81.0,278.0,2477.488,656534.26
81.0,280.0,2499.247,662300.49
81.0,282.0,2517.556,667152.38
81.0,284.0,2535.492,671905.38
81.0,286.0,2552.89,676515.83
81.0,288.0,2579.227,683495.1
81.0,290.0,2629.429,696798.56
81.0,292.0,2675.891,709111.21
81.0,294.0,2717.088,720028.36
81.0,296.0,2758.955,731123.04
81.0,298.0,2809.234,744446.92
81.0,300.0,2849.783,755192.52
81.0,302.0,2893.315,766728.43
81.0,304.0,2931.834,776935.89
81.0,306.0,2962.14,784967.22
81.0,308.0,2975.568,788525.5
81.0,310.0,2962.556,785077.45
81.0,312.0,2946.922,780934.33
81.0,314.0,2947.432,781069.46
81.0,316.0,2960.529,784540.23
81.0,318.0,2982.807,790443.77
81.0,320.0,3012.616,798343.17
81.0,322.0,3061.313,811247.97
81.0,324.0,3103.36,822390.31
81.0,326.0,3121.092,827089.41
81.0,328.0,3112.205,824734.29
81.0,330.0,3105.211,822880.91
81.0,332.0,3080.168,816244.51
81.0,334.0,3030.238,803013.17
81.0,336.0,2953.054,782559.34
81.0,338.0,2888.115,765350.55
81.0,340.0,2797.65,741377.26
81.0,342.0,2726.389,722493.04
81.0,344.0,2652.919,703023.44
81.0,346.0,2593.355,687239.03
81.0,348.0,2535.865,672004.12
81.0,350.0,2460.941,652149.23
81.0,352.0,2387.407,632662.82
81.0,354.0,2283.943,605244.81
81.0,356.0,2085.498,552656.85
81.0,358.0,1826.463,484012.8
81.5,0.0,2045.859,542152.74
81.5,2.0,1774.505,470243.89
81.5,4.0,1627.818,431371.73
81.5,6.0,1549.202,410538.46
81.5,8.0,1475.984,391135.82
81.5,10.0,1428.38,378520.72
81.5,12.0,1374.213,364166.32
81.5,14.0,1327.99,351917.43
81.5,16.0,1280.106,339228.17
81.5,18.0,1200.377,318100.0
81.5,20.0,1087.071,288073.84
81.5,22.0,842.612,223292.1
81.5,24.0,236.334,62628.58
81.5,26.0,0.0,0.0
81.5,28.0,0.0,0.0
81.5,30.0,0.0,0.0
81.5,32.0,0.0,0.0
81.5,34.0,0.0,0.0
81.5,36.0,0.0,0.0
81.5,38.0,0.0,0.0
81.5,40.0,0.0,0.0
81.5,42.0,0.0,0.0
81.5,44.0,0.0,0.0
81.5,46.0,0.0,0.0
81.5,48.0,0.0,0.0
81.5,50.0,0.0,0.0
81.5,52.0,0.0,0.0
81.5,54.0,0.0,0.0
81.5,56.0,0.0,0.0
81.5,58.0,0.0,0.0
81.5,60.0,0.0,0.0
81.5,62.0,0.0,0.0
81.5,64.0,0.0,0.0
81.5,66.0,0.0,0.0
81.5,68.0,0.0,0.0
81.5,70.0,0.0,0.0
81.5,72.0,0.0,0.0
81.5,74.0,0.0,0.0
81.5,76.0,0.0,0.0
81.5,78.0,0.0,0.0
81.5,80.0,0.0,0.0
81.5,82.0,0.0,0.0
81.5,84.0,0.0,0.0
81.5,86.0,0.0,0.0
81.5,88.0,0.0,0.0
81.5,90.0,0.0,0.0
81.5,92.0,0.0,0.0
81.5,94.0,0.0,0.0
81.5,96.0,0.0,0.0
81.5,98.0,0.0,0.0
81.5,100.0,0.0,0.0
81.5,102.0,589.319,156169.49
81.5,104.0,826.487,219018.98
81.5,106.0,940.802,249312.59
81.5,108.0,1007.588,267010.9
81.5,110.0,1041.843,276088.53
81.5,112.0,1063.52,281832.71
81.5,114.0,1076.301,285219.66
81.5,116.0,1074.371,284708.33
81.5,118.0,1069.317,283368.93
81.5,120.0,1064.838,282182.0
81.5,122.0,1066.339,282579.89
81.5,124.0,1068.566,283170.05
81.5,126.0,1076.024,285146.42
81.5,128.0,1075.195,284926.69
81.5,130.0,1074.997,284874.28
81.5,132.0,1084.365,287356.79
81.5,134.0,1083.488,287124.25
81.5,136.0,1086.152,287830.39
81.5,138.0,1097.149,290744.38
81.5,140.0,1111.429,294528.6
81.5,142.0,1125.503,298258.38
81.5,144.0,1138.535,301711.91
81.5,146.0,1149.023,304491.0
81.5,148.0,1147.684,304136.21
81.5,150.0,1144.916,303402.81
81.5,152.0,1142.59,302786.44
81.5,154.0,1140.586,302255.25
81.5,156.0,1141.585,302520.02
81.5,158.0,1149.421,304596.53
81.5,160.0,1157.945,306855.39
81.5,162.0,1167.042,309266.22
81.5,164.0,1176.062,311656.32
81.5,166.0,1180.775,312905.5
81.5,168.0,1181.031,312973.14
81.5,170.0,1183.231,313556.21
81.5,172.0,1185.033,314033.77
81.5,174.0,1198.522,317608.32
81.5,176.0,1210.299,320729.27
81.5,178.0,1247.522,330593.35
81.5,180.0,1282.396,339835.0
81.5,182.0,1313.69,348127.88
81.5,184.0,1311.878,347647.77
81.5,186.0,1257.549,333250.36
81.5,188.0,1146.376,303789.61
81.5,190.0,1030.165,272993.63
81.5,192.0,899.948,238486.28
81.5,194.0,731.281,193789.59
81.5,196.0,500.019,132505.02
81.5,198.0,40.723,10791.69
81.5,200.0,0.0,0.0
81.5,202.0,0.0,0.0
81.5,204.0,0.0,0.0
81.5,206.0,0.0,0.0
81.5,208.0,0.0,0.0
81.5,210.0,0.0,0.0
81.5,212.0,0.0,0.0
81.5,214.0,0.0,0.0
81.5,216.0,0.0,0.0
81.5,218.0,0.0,0.0
81.5,220.0,0.0,0.0
81.5,222.0,0.0,0.0
81.5,224.0,0.0,0.0
81.5,226.0,0.0,0.0
81.5,228.0,0.0,0.0
81.5,230.0,0.0,0.0
81.5,232.0,0.0,0.0
81.5,234.0,0.0,0.0
81.5,236.0,240.707,63787.25
81.5,238.0,563.651,149367.47
81.5,240.0,756.37,200437.99
81.5,242.0,880.63,233366.89
81.5,244.0,1008.266,267190.38
81.5,246.0,1098.336,291058.97
81.5,248.0,1163.383,308296.38
81.5,250.0,1220.048,323312.78
81.5,252.0,1278.356,338764.23
81.5,254.0,1351.307,358096.47
81.5,256.0,1425.894,377861.95
81.5,258.0,1538.484,407698.2
